dispatch_id,product,wagon_type,num_wagons,quantity_tonnes,fill_percentage,destination_id,destination_city,distance_km,planned_dispatch_date,actual_dispatch_date,delay_days,is_delayed,pending_orders_count,inventory_level,dock_utilization,is_month_end,day_of_week,month,demurrage_cost,freight_cost,total_cost
DISP3651,Plate,BCN,47,2306.71,89.23,CMO03,Chennai,2100,2023-02-13,2023-02-13,0,0,80,0.608,0.333,0,0,2,0,5812909.2,5812909.2
DISP3652,Wire Rod,BOST,44,1668.69,75.85,CMO07,Pune,1750,2023-06-08,2023-06-08,0,0,57,0.893,0.712,0,3,6,0,3504249.0,3504249.0
DISP3653,Semis,BOXN,40,1762.19,75.96,CMO01,Delhi,1200,2023-01-09,2023-01-10,1,1,63,0.868,0.583,0,0,1,600000,2537553.6,3137553.6
DISP3654,Semis,BCN,58,2595.88,81.38,CMO03,Chennai,2100,2023-02-08,2023-02-13,5,1,47,0.216,0.782,0,2,2,4350000,6541617.6,10891617.6
DISP3655,Structurals,BLC,48,2165.36,72.76,CMO04,Kolkata,350,2023-01-07,2023-01-08,1,1,55,0.933,0.509,0,5,1,720000,909451.2,1629451.2
DISP3656,Semis,BCN,40,2073.12,94.23,CMO02,Mumbai,1800,2023-10-05,2023-10-05,0,0,46,0.28,0.73,0,3,10,0,4477939.2,4477939.2
DISP3657,Plate,BOST,55,1959.62,71.26,CMO03,Chennai,2100,2023-11-11,2023-11-12,1,1,6,0.494,0.693,0,5,11,825000,4938242.4,5763242.4
DISP3658,CR Coil,BOST,44,1789.43,81.34,CMO03,Chennai,2100,2023-10-18,2023-10-18,0,0,77,0.697,0.412,0,2,10,0,4509363.6,4509363.6
DISP3659,Semis,BOST,47,2025.65,86.2,CMO01,Delhi,1200,2023-10-13,2023-10-15,2,1,76,0.616,0.745,0,4,10,1410000,2916936.0,4326936.0
DISP3660,Structurals,BLC,42,2107.22,80.92,CMO06,Ahmedabad,1900,2023-07-09,2023-07-09,0,0,80,0.543,0.554,0,6,7,0,4804461.6,4804461.6
DISP3661,Plate,BLC,40,2251.75,90.8,CMO04,Kolkata,350,2023-05-02,2023-05-02,0,0,21,0.218,0.361,0,1,5,0,945735.0,945735.0
DISP3662,Structurals,BCN,54,2835.7,95.48,CMO07,Pune,1750,2023-11-20,2023-11-21,1,1,71,0.662,0.882,0,0,11,810000,5954970.0,6764970.0
DISP3663,HR Coil,BOXN,58,2726.73,81.06,CMO05,Hyderabad,1600,2023-03-13,2023-03-13,0,0,14,0.827,0.553,0,0,3,0,5235321.6,5235321.6
DISP3664,HR Coil,BLC,54,2635.67,78.72,CMO04,Kolkata,350,2023-02-16,2023-02-16,0,0,22,0.591,0.57,0,3,2,0,1106981.4,1106981.4
DISP3665,HR Coil,BOST,57,2118.68,74.34,CMO01,Delhi,1200,2023-02-17,2023-02-18,1,1,80,0.522,0.396,0,4,2,855000,3050899.2,3905899.2
DISP3666,Plate,BCN,56,2698.97,87.63,CMO04,Kolkata,350,2023-08-19,2023-08-19,0,0,11,0.849,0.917,0,5,8,0,1133567.4,1133567.4
DISP3667,TMT Bar,BCN,48,2573.67,97.49,CMO06,Ahmedabad,1900,2023-02-23,2023-02-23,0,0,75,0.477,0.506,0,3,2,0,5867967.6,5867967.6
DISP3668,Semis,BCN,53,2722.17,93.38,CMO01,Delhi,1200,2023-03-06,2023-03-06,0,0,5,0.876,0.399,0,0,3,0,3919924.8,3919924.8
DISP3669,TMT Bar,BOXN,58,2373.03,70.54,CMO04,Kolkata,350,2023-01-26,2023-01-26,0,0,13,0.706,0.454,1,3,1,0,996672.6,996672.6
DISP3670,TMT Bar,BCN,41,1889.26,83.78,CMO04,Kolkata,350,2023-04-19,2023-04-19,0,0,22,0.423,0.905,0,2,4,0,793489.2,793489.2
DISP3671,Plate,BOST,50,2415.57,96.62,CMO02,Mumbai,1800,2023-05-24,2023-05-24,0,0,5,0.247,0.64,0,2,5,0,5217631.2,5217631.2
DISP3672,Semis,BOBYN,45,2447.97,90.67,CMO05,Hyderabad,1600,2023-08-20,2023-08-24,4,1,35,0.272,0.996,0,6,8,2700000,4700102.4,7400102.4
DISP3673,Plate,BCN,40,1857.77,84.44,CMO07,Pune,1750,2023-01-31,2023-01-31,0,0,49,0.954,0.749,1,1,1,0,3901317.0,3901317.0
DISP3674,HR Coil,BOXN,58,2730.02,81.15,CMO01,Delhi,1200,2023-01-01,2023-01-04,3,1,27,0.875,0.92,0,6,1,2610000,3931228.8,6541228.8
DISP3675,HR Coil,BOBYN,53,2303.15,72.43,CMO03,Chennai,2100,2023-01-23,2023-01-23,0,0,51,0.382,0.872,0,0,1,0,5803938.0,5803938.0
DISP3676,HR Coil,BOST,44,1671.74,75.99,CMO07,Pune,1750,2023-01-17,2023-01-18,1,1,64,0.257,0.601,0,1,1,660000,3510654.0,4170654.0
DISP3677,Wire Rod,BOXN,56,2832.91,87.22,CMO03,Chennai,2100,2023-06-09,2023-06-11,2,1,76,0.769,0.789,0,4,6,1680000,7138933.2,8818933.2
DISP3678,Semis,BOST,54,2224.7,82.4,CMO05,Hyderabad,1600,2023-10-12,2023-10-15,3,1,78,0.371,0.9,0,3,10,2430000,4271424.0,6701424.0
DISP3679,TMT Bar,BOXN,53,2923.07,95.09,CMO04,Kolkata,350,2023-02-15,2023-02-17,2,1,70,0.941,0.984,0,2,2,1590000,1227689.4,2817689.4
DISP3680,Plate,BOBYN,42,1790.85,71.07,CMO01,Delhi,1200,2023-06-20,2023-06-20,0,0,10,0.323,0.842,0,1,6,0,2578824.0,2578824.0
DISP3681,Wire Rod,BOBYN,42,2118.01,84.05,CMO02,Mumbai,1800,2023-06-01,2023-06-01,0,0,32,0.977,0.849,0,3,6,0,4574901.6,4574901.6
DISP3682,Wire Rod,BOST,47,1882.86,80.12,CMO03,Chennai,2100,2023-03-19,2023-03-21,2,1,58,0.624,0.584,0,6,3,1410000,4744807.2,6154807.2
DISP3683,HR Coil,BLC,54,2538.21,75.81,CMO06,Ahmedabad,1900,2023-10-08,2023-10-08,0,0,33,0.992,0.998,0,6,10,0,5787118.8,5787118.8
DISP3684,Plate,BOBYN,57,2705.53,79.11,CMO05,Hyderabad,1600,2023-04-01,2023-04-01,0,0,45,0.84,0.568,0,5,4,0,5194617.6,5194617.6
DISP3685,Structurals,BCN,52,2787.07,97.45,CMO07,Pune,1750,2023-10-04,2023-10-04,0,0,11,0.465,0.337,0,2,10,0,5852847.0,5852847.0
DISP3686,TMT Bar,BOXN,52,2437.02,80.8,CMO06,Ahmedabad,1900,2023-11-14,2023-11-14,0,0,47,0.482,0.555,0,1,11,0,5556405.6,5556405.6
DISP3687,CR Coil,BOBYN,40,2107.73,87.82,CMO05,Hyderabad,1600,2023-10-04,2023-10-06,2,1,47,0.922,0.527,0,2,10,1200000,4046841.6,5246841.6
DISP3688,TMT Bar,BOXN,43,2411.31,96.68,CMO06,Ahmedabad,1900,2023-02-21,2023-02-21,0,0,15,0.997,0.624,0,1,2,0,5497786.8,5497786.8
DISP3689,Wire Rod,BOST,40,1485.39,74.27,CMO01,Delhi,1200,2023-06-01,2023-06-01,0,0,61,0.746,0.338,0,3,6,0,2138961.6,2138961.6
DISP3690,CR Coil,BOXN,52,2760.02,91.51,CMO06,Ahmedabad,1900,2023-07-09,2023-07-13,4,1,34,0.452,0.944,0,6,7,3120000,6292845.6,9412845.6
DISP3691,Structurals,BOXN,42,2192.54,90.01,CMO02,Mumbai,1800,2023-04-04,2023-04-04,0,0,61,0.921,0.849,0,1,4,0,4735886.4,4735886.4
DISP3692,TMT Bar,BOXN,40,1733.9,74.74,CMO07,Pune,1750,2023-08-02,2023-08-04,2,1,11,0.263,0.378,0,2,8,1200000,3641190.0,4841190.0
DISP3693,CR Coil,BOST,48,1996.91,83.2,CMO03,Chennai,2100,2023-11-13,2023-11-13,0,0,48,0.226,0.498,0,0,11,0,5032213.2,5032213.2
DISP3694,Wire Rod,BLC,46,2718.98,95.34,CMO01,Delhi,1200,2023-08-26,2023-08-29,3,1,75,0.24,0.548,1,5,8,2070000,3915331.2,5985331.2
DISP3695,Structurals,BOBYN,42,1800.4,71.44,CMO01,Delhi,1200,2023-07-21,2023-07-21,0,0,41,0.966,0.735,0,4,7,0,2592576.0,2592576.0
DISP3696,Semis,BOXN,46,2419.9,90.7,CMO06,Ahmedabad,1900,2023-10-24,2023-10-24,0,0,20,0.202,0.544,0,1,10,0,5517372.0,5517372.0
DISP3697,CR Coil,BOXN,56,2869.52,88.35,CMO04,Kolkata,350,2023-05-26,2023-05-27,1,1,13,0.258,0.51,1,4,5,840000,1205198.4,2045198.4
DISP3698,CR Coil,BCN,45,2445.18,98.8,CMO06,Ahmedabad,1900,2023-07-03,2023-07-03,0,0,49,0.808,0.471,0,0,7,0,5575010.4,5575010.4
DISP3699,Plate,BOBYN,41,1988.67,80.84,CMO03,Chennai,2100,2023-02-06,2023-02-09,3,1,9,0.247,0.975,0,0,2,1845000,5011448.4,6856448.4
DISP3700,Structurals,BLC,58,2979.44,82.85,CMO01,Delhi,1200,2023-10-08,2023-10-09,1,1,12,0.259,0.571,0,6,10,870000,4290393.6,5160393.6
DISP3701,Semis,BOBYN,55,2805.94,85.03,CMO06,Ahmedabad,1900,2023-12-22,2023-12-24,2,1,21,0.773,0.969,0,4,12,1650000,6397543.2,8047543.2
DISP3702,TMT Bar,BOST,51,2444.34,95.86,CMO03,Chennai,2100,2023-01-11,2023-01-11,0,0,5,0.514,0.621,0,2,1,0,6159736.8,6159736.8
DISP3703,Semis,BCN,50,1931.64,70.24,CMO02,Mumbai,1800,2023-03-24,2023-03-25,1,1,49,0.863,0.351,0,4,3,750000,4172342.4,4922342.4
DISP3704,TMT Bar,BLC,45,2192.27,78.58,CMO02,Mumbai,1800,2023-08-24,2023-08-24,0,0,73,0.404,0.707,0,3,8,0,4735303.2,4735303.2
DISP3705,Structurals,BOBYN,47,2641.73,93.68,CMO05,Hyderabad,1600,2023-06-07,2023-06-07,0,0,47,0.885,0.349,0,2,6,0,5072121.6,5072121.6
DISP3706,HR Coil,BOXN,53,2925.46,95.17,CMO05,Hyderabad,1600,2023-01-24,2023-01-24,0,0,50,0.395,0.746,0,1,1,0,5616883.2,5616883.2
DISP3707,Plate,BOST,48,1854.94,77.29,CMO04,Kolkata,350,2023-03-19,2023-03-20,1,1,19,0.271,0.575,0,6,3,720000,779074.8,1499074.8
DISP3708,HR Coil,BCN,54,2376.67,80.02,CMO03,Chennai,2100,2023-10-16,2023-10-18,2,1,76,0.832,0.68,0,0,10,1620000,5989208.4,7609208.4
DISP3709,CR Coil,BOBYN,58,3205.37,92.11,CMO01,Delhi,1200,2023-08-05,2023-08-05,0,0,44,0.334,0.332,0,5,8,0,4615732.8,4615732.8
DISP3710,CR Coil,BOBYN,40,2317.02,96.54,CMO04,Kolkata,350,2023-03-14,2023-03-15,1,1,63,0.496,0.664,0,1,3,600000,973148.4,1573148.4
DISP3711,Wire Rod,BOST,44,1540.72,70.03,CMO01,Delhi,1200,2023-08-16,2023-08-18,2,1,19,0.273,0.541,0,2,8,1320000,2218636.8,3538636.8
DISP3712,Plate,BOBYN,46,2289.24,82.94,CMO01,Delhi,1200,2023-03-28,2023-03-29,1,1,17,0.718,0.726,1,1,3,690000,3296505.6,3986505.6
DISP3713,Plate,BOXN,56,2831.79,87.19,CMO07,Pune,1750,2023-09-08,2023-09-08,0,0,5,0.749,0.696,0,4,9,0,5946759.0,5946759.0
DISP3714,Semis,BOST,53,2023.09,76.34,CMO01,Delhi,1200,2023-07-10,2023-07-10,0,0,47,0.64,0.357,0,0,7,0,2913249.6,2913249.6
DISP3715,TMT Bar,BLC,55,2558.33,75.02,CMO05,Hyderabad,1600,2023-12-20,2023-12-20,0,0,17,0.505,0.662,0,2,12,0,4911993.6,4911993.6
DISP3716,Semis,BCN,47,2180.77,84.36,CMO07,Pune,1750,2023-12-25,2023-12-27,2,1,32,0.254,0.985,1,0,12,1410000,4579617.0,5989617.0
DISP3717,Plate,BOBYN,56,2630.32,78.28,CMO04,Kolkata,350,2023-06-09,2023-06-11,2,1,11,0.726,0.997,0,4,6,1680000,1104734.4,2784734.4
DISP3718,Wire Rod,BOXN,41,1791.32,75.33,CMO02,Mumbai,1800,2023-04-20,2023-04-20,0,0,42,0.629,0.738,0,3,4,0,3869251.2,3869251.2
DISP3719,CR Coil,BOBYN,41,1907.95,77.56,CMO02,Mumbai,1800,2023-05-23,2023-05-23,0,0,40,0.59,0.495,0,1,5,0,4121172.0,4121172.0
DISP3720,CR Coil,BOST,43,1547.6,71.98,CMO06,Ahmedabad,1900,2023-07-04,2023-07-05,1,1,78,0.682,0.437,0,1,7,645000,3528528.0,4173528.0
DISP3721,Structurals,BOXN,44,1814.05,71.08,CMO06,Ahmedabad,1900,2023-04-17,2023-04-20,3,1,11,0.422,0.8,0,0,4,1980000,4136034.0,6116034.0
DISP3722,CR Coil,BLC,55,2754.44,80.78,CMO06,Ahmedabad,1900,2023-03-07,2023-03-10,3,1,18,0.395,0.802,0,1,3,2475000,6280123.2,8755123.2
DISP3723,CR Coil,BOXN,53,2461.17,80.06,CMO05,Hyderabad,1600,2023-01-25,2023-01-25,0,0,57,0.403,0.438,1,2,1,0,4725446.4,4725446.4
DISP3724,Semis,BCN,47,2534.52,98.05,CMO01,Delhi,1200,2023-08-14,2023-08-14,0,0,63,0.568,0.579,0,0,8,0,3649708.8,3649708.8
DISP3725,Plate,BOBYN,44,2456.18,93.04,CMO05,Hyderabad,1600,2023-12-17,2023-12-20,3,1,7,0.721,0.993,0,6,12,1980000,4715865.6,6695865.6
DISP3726,Semis,BOXN,55,2518.7,78.96,CMO06,Ahmedabad,1900,2023-11-08,2023-11-08,0,0,10,0.888,0.411,0,2,11,0,5742636.0,5742636.0
DISP3727,Plate,BOXN,40,1807.51,77.91,CMO02,Mumbai,1800,2023-10-05,2023-10-07,2,1,40,0.254,0.571,0,3,10,1200000,3904221.6,5104221.6
DISP3728,Semis,BOBYN,43,2130.92,82.59,CMO07,Pune,1750,2023-01-08,2023-01-08,0,0,69,0.245,0.584,0,6,1,0,4474932.0,4474932.0
DISP3729,Semis,BLC,54,3301.84,98.62,CMO04,Kolkata,350,2023-01-21,2023-01-23,2,1,54,0.387,0.576,0,5,1,1620000,1386772.8,3006772.8
DISP3730,Semis,BCN,51,2014.36,71.81,CMO04,Kolkata,350,2023-10-25,2023-10-26,1,1,41,0.823,0.848,1,2,10,765000,846031.2,1611031.2
DISP3731,Wire Rod,BOBYN,49,2591.31,88.14,CMO04,Kolkata,350,2023-04-07,2023-04-07,0,0,33,0.654,0.541,0,4,4,0,1088350.2,1088350.2
DISP3732,Plate,BOBYN,54,2452.46,75.69,CMO04,Kolkata,350,2023-03-28,2023-03-30,2,1,54,0.308,0.917,1,1,3,1620000,1030033.2,2650033.2
DISP3733,CR Coil,BOBYN,53,2860.85,89.96,CMO03,Chennai,2100,2023-06-25,2023-06-28,3,1,76,0.756,0.487,1,6,6,2385000,7209342.0,9594342.0
DISP3734,Semis,BOXN,57,3043.13,92.05,CMO05,Hyderabad,1600,2023-11-01,2023-11-02,1,1,17,0.792,0.951,0,2,11,855000,5842809.6,6697809.6
DISP3735,TMT Bar,BOXN,58,3043.78,90.48,CMO07,Pune,1750,2023-05-15,2023-05-16,1,1,33,0.361,0.537,0,0,5,870000,6391938.0,7261938.0
DISP3736,TMT Bar,BOBYN,51,2754.04,90.0,CMO04,Kolkata,350,2023-07-06,2023-07-06,0,0,73,0.389,0.472,0,3,7,0,1156696.8,1156696.8
DISP3737,Semis,BOBYN,42,1823.49,72.36,CMO01,Delhi,1200,2023-07-07,2023-07-07,0,0,72,0.6,0.32,0,4,7,0,2625825.6,2625825.6
DISP3738,TMT Bar,BLC,52,3142.89,97.48,CMO03,Chennai,2100,2023-10-16,2023-10-19,3,1,39,0.6,0.857,0,0,10,2340000,7920082.8,10260082.8
DISP3739,Structurals,BCN,50,2706.27,98.41,CMO07,Pune,1750,2023-07-04,2023-07-04,0,0,35,0.549,0.695,0,1,7,0,5683167.0,5683167.0
DISP3740,TMT Bar,BLC,56,2828.61,81.47,CMO04,Kolkata,350,2023-02-02,2023-02-03,1,1,60,0.367,0.496,0,3,2,840000,1188016.2,2028016.2
DISP3741,TMT Bar,BOST,40,1743.61,87.18,CMO01,Delhi,1200,2023-11-13,2023-11-14,1,1,44,0.606,0.87,0,0,11,600000,2510798.4,3110798.4
DISP3742,CR Coil,BCN,58,2597.89,81.44,CMO03,Chennai,2100,2023-06-04,2023-06-07,3,1,62,0.345,0.897,0,6,6,2610000,6546682.8,9156682.8
DISP3743,TMT Bar,BOBYN,51,2855.21,93.31,CMO02,Mumbai,1800,2023-10-29,2023-10-29,0,0,20,0.413,0.569,1,6,10,0,6167253.6,6167253.6
DISP3744,TMT Bar,BCN,57,2743.3,87.51,CMO01,Delhi,1200,2023-05-07,2023-05-09,2,1,25,0.953,0.872,0,6,5,1710000,3950352.0,5660352.0
DISP3745,TMT Bar,BOXN,54,2724.75,87.0,CMO02,Mumbai,1800,2023-04-23,2023-04-24,1,1,63,0.381,0.973,0,6,4,810000,5885460.0,6695460.0
DISP3746,Plate,BOXN,55,3132.72,98.2,CMO06,Ahmedabad,1900,2023-07-02,2023-07-04,2,1,26,0.314,0.384,0,6,7,1650000,7142601.6,8792601.6
DISP3747,HR Coil,BCN,50,2054.05,74.69,CMO05,Hyderabad,1600,2023-07-05,2023-07-05,0,0,40,0.791,0.423,0,2,7,0,3943776.0,3943776.0
DISP3748,Plate,BLC,48,2321.63,78.01,CMO07,Pune,1750,2023-12-15,2023-12-16,1,1,68,0.239,0.648,0,4,12,720000,4875423.0,5595423.0
DISP3749,Structurals,BOXN,56,2674.0,82.33,CMO07,Pune,1750,2023-06-24,2023-06-24,0,0,23,0.378,0.611,0,5,6,0,5615400.0,5615400.0
DISP3750,Plate,BLC,50,2548.27,82.2,CMO04,Kolkata,350,2023-04-10,2023-04-13,3,1,64,0.203,0.495,0,0,4,2250000,1070273.4,3320273.4
DISP3751,Semis,BCN,44,2284.73,94.41,CMO06,Ahmedabad,1900,2023-10-02,2023-10-05,3,1,13,0.22,0.955,0,0,10,1980000,5209184.4,7189184.4
DISP3752,HR Coil,BOXN,44,2156.83,84.52,CMO01,Delhi,1200,2023-12-16,2023-12-17,1,1,27,0.784,0.346,0,5,12,660000,3105835.2,3765835.2
DISP3753,Semis,BOXN,53,2176.21,70.79,CMO02,Mumbai,1800,2023-06-04,2023-06-07,3,1,34,0.974,0.785,0,6,6,2385000,4700613.6,7085613.6
DISP3754,Semis,BOST,42,1781.46,84.83,CMO04,Kolkata,350,2023-03-26,2023-03-28,2,1,9,0.359,0.439,1,6,3,1260000,748213.2,2008213.2
DISP3755,CR Coil,BLC,45,2711.73,97.19,CMO05,Hyderabad,1600,2023-01-14,2023-01-14,0,0,28,0.66,0.742,0,5,1,0,5206521.6,5206521.6
DISP3756,CR Coil,BOBYN,51,3029.12,98.99,CMO03,Chennai,2100,2023-06-30,2023-07-03,3,1,32,0.928,0.404,1,4,6,2295000,7633382.4,9928382.4
DISP3757,Semis,BOBYN,46,2671.92,96.81,CMO04,Kolkata,350,2023-11-05,2023-11-05,0,0,27,0.201,0.555,0,6,11,0,1122206.4,1122206.4
DISP3758,Structurals,BOBYN,51,2349.01,76.77,CMO07,Pune,1750,2023-04-27,2023-04-27,0,0,59,0.541,0.655,1,3,4,0,4932921.0,4932921.0
DISP3759,Wire Rod,BOXN,41,2057.85,86.54,CMO04,Kolkata,350,2023-08-24,2023-08-24,0,0,10,0.609,0.572,0,3,8,0,864297.0,864297.0
DISP3760,HR Coil,BOST,45,2135.09,94.89,CMO07,Pune,1750,2023-04-13,2023-04-14,1,1,53,0.231,0.31,0,3,4,675000,4483689.0,5158689.0
DISP3761,TMT Bar,BOST,47,2274.53,96.79,CMO06,Ahmedabad,1900,2023-10-13,2023-10-16,3,1,76,0.706,0.428,0,4,10,2115000,5185928.4,7300928.4
DISP3762,Structurals,BLC,48,2560.07,86.02,CMO07,Pune,1750,2023-05-13,2023-05-13,0,0,56,0.583,0.527,0,5,5,0,5376147.0,5376147.0
DISP3763,CR Coil,BOBYN,46,2745.22,99.46,CMO02,Mumbai,1800,2023-03-20,2023-03-22,2,1,23,0.962,0.944,0,0,3,1380000,5929675.2,7309675.2
DISP3764,Semis,BCN,48,2637.73,99.91,CMO05,Hyderabad,1600,2023-06-27,2023-07-01,4,1,76,0.992,0.901,1,1,6,2880000,5064441.6,7944441.6
DISP3765,Structurals,BOBYN,45,2484.74,92.03,CMO06,Ahmedabad,1900,2023-07-01,2023-07-01,0,0,56,0.246,0.428,0,5,7,0,5665207.2,5665207.2
DISP3766,TMT Bar,BCN,41,2187.5,97.01,CMO02,Mumbai,1800,2023-05-05,2023-05-05,0,0,66,0.892,0.471,0,4,5,0,4725000.0,4725000.0
DISP3767,HR Coil,BOXN,48,2280.22,81.9,CMO05,Hyderabad,1600,2023-09-09,2023-09-11,2,1,40,0.284,0.465,0,5,9,1440000,4378022.4,5818022.4
DISP3768,Semis,BCN,43,2118.95,89.6,CMO05,Hyderabad,1600,2023-06-15,2023-06-17,2,1,24,0.211,0.762,0,3,6,1290000,4068384.0,5358384.0
DISP3769,Wire Rod,BOXN,56,3038.06,93.54,CMO06,Ahmedabad,1900,2023-12-06,2023-12-08,2,1,56,0.383,0.88,0,2,12,1680000,6926776.8,8606776.8
DISP3770,HR Coil,BCN,55,2158.37,71.35,CMO03,Chennai,2100,2023-06-13,2023-06-13,0,0,37,0.655,0.859,0,1,6,0,5439092.4,5439092.4
DISP3771,Structurals,BCN,42,1913.69,82.84,CMO01,Delhi,1200,2023-05-18,2023-05-18,0,0,14,0.262,0.836,0,3,5,0,2755713.6,2755713.6
DISP3772,TMT Bar,BCN,40,1915.92,87.09,CMO04,Kolkata,350,2023-12-10,2023-12-10,0,0,16,0.661,0.563,0,6,12,0,804686.4,804686.4
DISP3773,Plate,BLC,57,3000.35,84.9,CMO03,Chennai,2100,2023-04-05,2023-04-06,1,1,12,0.582,0.3,0,2,4,855000,7560882.0,8415882.0
DISP3774,Wire Rod,BOXN,42,2160.31,88.68,CMO02,Mumbai,1800,2023-11-30,2023-12-02,2,1,68,0.277,0.81,1,3,11,1260000,4666269.6,5926269.6
DISP3775,CR Coil,BOBYN,53,3090.26,97.18,CMO05,Hyderabad,1600,2023-11-14,2023-11-14,0,0,56,0.57,0.697,0,1,11,0,5933299.2,5933299.2
DISP3776,HR Coil,BOST,55,2102.89,76.47,CMO05,Hyderabad,1600,2023-03-26,2023-03-29,3,1,59,0.592,0.639,1,6,3,2475000,4037548.8,6512548.8
DISP3777,Semis,BOBYN,54,2901.78,89.56,CMO02,Mumbai,1800,2023-12-12,2023-12-12,0,0,8,0.568,0.537,0,1,12,0,6267844.8,6267844.8
DISP3778,Plate,BOST,55,2460.22,89.46,CMO05,Hyderabad,1600,2023-08-04,2023-08-06,2,1,50,0.39,0.746,0,4,8,1650000,4723622.4,6373622.4
DISP3779,Plate,BCN,46,1858.5,73.46,CMO06,Ahmedabad,1900,2023-02-16,2023-02-16,0,0,53,0.463,0.432,0,3,2,0,4237380.0,4237380.0
DISP3780,Structurals,BOST,50,1886.27,75.45,CMO06,Ahmedabad,1900,2023-03-05,2023-03-08,3,1,23,0.237,0.385,0,6,3,2250000,4300695.6,6550695.6
DISP3781,Semis,BLC,52,2520.16,78.17,CMO03,Chennai,2100,2023-05-25,2023-05-26,1,1,77,0.712,0.86,1,3,5,780000,6350803.2,7130803.2
DISP3782,HR Coil,BOBYN,53,3149.63,99.04,CMO01,Delhi,1200,2023-08-26,2023-08-26,0,0,55,0.445,0.681,1,5,8,0,4535467.2,4535467.2
DISP3783,Wire Rod,BCN,58,2661.57,83.43,CMO04,Kolkata,350,2023-08-19,2023-08-19,0,0,44,0.908,0.362,0,5,8,0,1117859.4,1117859.4
DISP3784,Wire Rod,BLC,41,1975.34,77.71,CMO03,Chennai,2100,2023-06-19,2023-06-20,1,1,9,0.218,0.471,0,0,6,615000,4977856.8,5592856.8
DISP3785,CR Coil,BOST,52,2580.54,99.25,CMO01,Delhi,1200,2023-10-17,2023-10-18,1,1,59,0.693,0.974,0,1,10,780000,3715977.6,4495977.6
DISP3786,Structurals,BCN,44,2107.32,87.08,CMO05,Hyderabad,1600,2023-07-14,2023-07-14,0,0,33,0.457,0.335,0,4,7,0,4046054.4,4046054.4
DISP3787,Wire Rod,BOXN,45,2115.15,81.04,CMO06,Ahmedabad,1900,2023-02-26,2023-02-26,0,0,25,0.623,0.624,1,6,2,0,4822542.0,4822542.0
DISP3788,Wire Rod,BOBYN,42,2409.11,95.6,CMO03,Chennai,2100,2023-11-11,2023-11-11,0,0,42,0.933,0.735,0,5,11,0,6070957.2,6070957.2
DISP3789,Plate,BCN,52,2301.17,80.46,CMO07,Pune,1750,2023-05-25,2023-05-25,0,0,57,0.726,0.474,1,3,5,0,4832457.0,4832457.0
DISP3790,Semis,BCN,47,2047.88,79.22,CMO03,Chennai,2100,2023-05-12,2023-05-14,2,1,14,0.833,0.514,0,4,5,1410000,5160657.6,6570657.6
DISP3791,Plate,BOBYN,47,2679.38,95.01,CMO05,Hyderabad,1600,2023-05-13,2023-05-13,0,0,40,0.663,0.5,0,5,5,0,5144409.6,5144409.6
DISP3792,TMT Bar,BCN,40,1887.04,85.77,CMO04,Kolkata,350,2023-12-13,2023-12-13,0,0,76,0.337,0.457,0,2,12,0,792556.8,792556.8
DISP3793,Plate,BOBYN,55,3026.31,91.71,CMO04,Kolkata,350,2023-04-22,2023-04-22,0,0,78,0.735,0.673,0,5,4,0,1271050.2,1271050.2
DISP3794,Plate,BCN,43,1832.29,77.48,CMO05,Hyderabad,1600,2023-02-23,2023-02-23,0,0,6,0.998,0.832,0,3,2,0,3517996.8,3517996.8
DISP3795,HR Coil,BOBYN,43,2471.97,95.81,CMO06,Ahmedabad,1900,2023-01-23,2023-01-24,1,1,66,0.461,0.929,0,0,1,645000,5636091.6,6281091.6
DISP3796,Structurals,BLC,51,2532.77,80.1,CMO06,Ahmedabad,1900,2023-10-27,2023-10-28,1,1,21,0.887,0.388,1,4,10,765000,5774715.6,6539715.6
DISP3797,TMT Bar,BLC,49,2474.3,81.45,CMO05,Hyderabad,1600,2023-02-02,2023-02-03,1,1,23,0.779,0.456,0,3,2,735000,4750656.0,5485656.0
DISP3798,Structurals,BCN,43,1752.25,74.09,CMO07,Pune,1750,2023-02-28,2023-02-28,0,0,31,0.787,0.623,1,1,2,0,3679725.0,3679725.0
DISP3799,Semis,BOST,52,1968.45,75.71,CMO03,Chennai,2100,2023-10-26,2023-10-26,0,0,48,0.702,0.888,1,3,10,0,4960494.0,4960494.0
DISP3800,Plate,BOXN,58,2969.89,88.28,CMO04,Kolkata,350,2023-02-05,2023-02-07,2,1,38,0.765,0.687,0,6,2,1740000,1247353.8,2987353.8
DISP3801,Wire Rod,BOBYN,42,1818.79,72.17,CMO04,Kolkata,350,2023-10-05,2023-10-06,1,1,75,0.497,0.92,0,3,10,630000,763891.8,1393891.8
DISP3802,Semis,BOBYN,44,1874.52,71.0,CMO04,Kolkata,350,2023-05-08,2023-05-08,0,0,29,0.448,0.505,0,0,5,0,787298.4,787298.4
DISP3803,CR Coil,BOXN,40,1833.68,79.04,CMO06,Ahmedabad,1900,2023-12-06,2023-12-06,0,0,62,0.771,0.591,0,2,12,0,4180790.4,4180790.4
DISP3804,Structurals,BLC,57,3355.03,94.94,CMO07,Pune,1750,2023-01-17,2023-01-21,4,1,75,0.833,0.992,0,1,1,3420000,7045563.0,10465563.0
